member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,checkout_id,book_id,checkout_date,return_date,total_checkouts,title,author,genre,pages,publication_year,publisher
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9155.0,525.0,2025-07-12,2025-07-18,3,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9147.0,512.0,2025-10-05,2025-11-01,3,The Cartographer's Cat,Farida Anwar,Adventure,238.0,2022.0,Delta House
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9167.0,503.0,2025-12-24,2026-01-02,3,The Lantern Maker,Adel Roushdy,Historical,259.0,,Nile Press
1029,Rana,Kamel,6.0,Nasr City,Active,2023-04-03,,,,,1,,,,,,
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9152.0,525.0,2025-01-03,,16,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9165.0,519.0,2025-03-27,2025-04-02,16,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9162.0,519.0,2025-08-27,2025-09-11,16,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9172.0,513.0,2025-05-04,2025-05-26,16,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9110.0,506.0,2024-05-14,2024-05-30,16,The Paper Boat Club,Aya Hafez,Friendship,183.0,,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9169.0,513.0,2025-11-25,,16,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9197.0,501.0,2025-11-26,2025-12-01,16,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9159.0,501.0,2024-12-11,,16,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9168.0,513.0,2025-09-13,2025-09-23,16,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9160.0,501.0,2024-06-20,2024-07-07,16,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9118.0,507.0,2024-05-12,,16,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9154.0,525.0,2025-05-18,2025-05-26,16,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9196.0,526.0,2025-01-15,2025-02-02,16,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125.0,2016.0,Delta House
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9190.0,502.0,2025-12-04,2025-12-18,16,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9153.0,530.0,2024-10-12,2024-10-26,16,The Sandstone Key,Sara Tantawy,Adventure,208.0,2012.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9136.0,532.0,2024-10-03,2024-10-20,16,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books
1031,Ali,Fahmy,8.0,Nasr City,Active,2023-09-08,9112.0,521.0,2024-07-28,2024-08-22,1,A Garden of Equations,Karim Elwy,Science,211.0,2024.0,Cairo Young Readers
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9129.0,513.0,2025-06-21,2025-06-29,6,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9157.0,525.0,2024-03-04,2024-04-03,6,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9189.0,507.0,2025-12-08,2025-12-16,6,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9149.0,507.0,2025-02-09,2025-02-18,6,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9166.0,519.0,2024-01-15,2024-01-24,6,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9156.0,503.0,2025-02-13,2025-03-14,6,The Lantern Maker,Adel Roushdy,Historical,259.0,,Nile Press
1033,Marwan,Wahba,7.0,Nasr City,Active,2023-02-22,,,,,0,,,,,,
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9131.0,505.0,2025-12-16,2025-12-25,23,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9187.0,502.0,2024-08-11,,23,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9140.0,513.0,2025-03-06,2025-04-02,23,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9186.0,516.0,2025-07-17,2025-08-03,23,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9163.0,531.0,2025-12-28,2026-01-02,23,Voices in the Library,Samir Zohdy,Friendship,272.0,2018.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9120.0,526.0,2025-06-06,2025-06-26,23,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125.0,2016.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9193.0,519.0,2024-09-15,2024-10-01,23,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9115.0,502.0,2025-12-16,2026-01-15,23,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9375.0,525.0,2025-10-27,2025-11-15,23,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9114.0,516.0,2025-03-02,2025-03-17,23,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9126.0,529.0,2024-10-22,2024-10-28,23,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,,Cairo Young Readers
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9146.0,509.0,2025-02-23,2025-03-14,23,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9180.0,529.0,2024-07-27,2024-08-02,23,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,,Cairo Young Readers
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9133.0,519.0,2025-05-28,2025-06-24,23,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9109.0,512.0,2024-08-20,2024-09-14,23,The Cartographer's Cat,Farida Anwar,Adventure,238.0,2022.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9135.0,506.0,2025-01-12,2025-01-28,23,The Paper Boat Club,Aya Hafez,Friendship,183.0,,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9377.0,507.0,2025-03-25,2025-04-06,23,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9122.0,525.0,2025-06-04,2025-06-30,23,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9145.0,501.0,2025-11-10,2025-12-10,23,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9106.0,501.0,2025-08-20,2025-08-27,23,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9170.0,522.0,2025-10-16,2025-10-28,23,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9164.0,507.0,2024-12-02,2024-12-12,23,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9151.0,528.0,2025-04-25,2025-05-16,23,The Glass Beehive,Mona Kholoussy,Nature,114.0,2010.0,Delta House
1035,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,9132.0,511.0,2025-02-26,2025-03-13,1,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press
1036,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,9139.0,521.0,2024-03-14,2024-03-20,1,A Garden of Equations,Karim Elwy,Science,211.0,2024.0,Cairo Young Readers
1037,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,9182.0,525.0,2024-05-19,2024-06-03,2,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1037,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,9134.0,516.0,2025-09-08,2025-09-19,2,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1038,Mai,Mansour,,Nasr City,Active,2025-09-27,,,,,0,,,,,,
1039,Nada,Riad,7.0,Nasr City,Active,,9125.0,501.0,2025-06-17,,2,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1039,Nada,Riad,7.0,Nasr City,Active,,9138.0,516.0,2025-08-22,2025-08-31,2,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1040,Dina,Adel,9.0,Nasr City,Active,2025-12-26,9161.0,519.0,2025-10-11,2025-11-01,2,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1040,Dina,Adel,9.0,Nasr City,Active,2025-12-26,9158.0,513.0,2025-03-07,2025-03-24,2,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,9137.0,519.0,2025-07-27,2025-08-05,4,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,9181.0,509.0,2025-03-24,,4,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press
1042,Fares,Fahmy,8.0,Nasr City,Active,2023-01-19,,,,,0,,,,,,
1043,Rana,Halim,6.0,Heliopolis,Active,2025-02-28,,,,,0,,,,,,
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9208.0,525.0,2024-07-10,2024-08-01,20,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9272.0,518.0,2025-01-24,2025-02-04,20,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9218.0,532.0,2025-04-23,2025-05-04,20,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9211.0,507.0,2025-04-28,2025-05-25,20,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9255.0,509.0,2025-05-24,2025-06-13,20,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9271.0,513.0,2025-04-26,2025-05-06,20,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9247.0,510.0,2025-02-01,2025-02-23,20,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9228.0,516.0,2024-12-05,2024-12-26,20,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9207.0,527.0,2025-10-20,2025-11-04,20,Notes from the Delta,Mona Kholoussy,Nature,328.0,2017.0,Delta House
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9250.0,507.0,2025-08-05,2025-08-23,20,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9260.0,518.0,2025-07-03,2025-07-27,20,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9245.0,519.0,2024-12-13,2024-12-21,20,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9215.0,507.0,2024-02-07,,20,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9212.0,512.0,2024-09-14,,20,The Cartographer's Cat,Farida Anwar,Adventure,238.0,2022.0,Delta House
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9226.0,519.0,2025-03-18,,20,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9246.0,529.0,2025-06-25,2025-07-04,20,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,,Cairo Young Readers
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9210.0,507.0,2025-09-11,2025-09-29,20,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9248.0,514.0,2025-07-01,2025-07-18,20,The Robot in Row Nine,Galal Mounir,Science Fiction,328.0,2023.0,Cairo Young Readers
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9281.0,525.0,2024-06-01,2024-06-12,20,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,9232.0,513.0,2025-05-26,2025-06-11,20,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1045,Sherif,Fahmy,6.0,Heliopolis,Active,2024-11-19,,,,,0,,,,,,
1046,Amir,Fouad,7.0,Heliopolis,Active,2025-12-11,9251.0,507.0,2024-06-09,,1,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9263.0,517.0,2024-10-21,2024-11-07,16,Shadows on the Corniche,Hani Nagati,Mystery,338.0,2015.0,Delta House
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9257.0,501.0,2024-10-18,2024-11-16,16,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9261.0,509.0,2025-09-02,2025-09-18,16,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9267.0,530.0,2024-12-05,2024-12-20,16,The Sandstone Key,Sara Tantawy,Adventure,208.0,2012.0,Oasis Books
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9273.0,510.0,2024-12-07,2025-01-05,16,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9235.0,516.0,2024-02-16,,16,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9220.0,507.0,2025-08-04,,16,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9217.0,530.0,2024-04-07,,16,The Sandstone Key,Sara Tantawy,Adventure,208.0,2012.0,Oasis Books
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9275.0,507.0,2025-09-21,2025-10-08,16,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9268.0,503.0,2025-06-16,2025-07-14,16,The Lantern Maker,Adel Roushdy,Historical,259.0,,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9278.0,506.0,2024-03-12,2024-04-02,16,The Paper Boat Club,Aya Hafez,Friendship,183.0,,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9229.0,501.0,2025-11-16,2025-12-08,16,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9279.0,514.0,2025-07-06,2025-07-28,16,The Robot in Row Nine,Galal Mounir,Science Fiction,328.0,2023.0,Cairo Young Readers
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9242.0,520.0,2025-06-01,2025-07-01,16,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9219.0,506.0,2025-05-13,2025-06-07,16,The Paper Boat Club,Aya Hafez,Friendship,183.0,,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9202.0,506.0,2025-06-05,2025-07-03,16,The Paper Boat Club,Aya Hafez,Friendship,183.0,,Nile Press
1048,Youssef,Kamel,6.0,Heliopolis,Active,2023-09-07,,,,,0,,,,,,
1049,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,9265.0,513.0,2024-08-12,2024-09-10,2,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9206.0,519.0,2024-03-17,,11,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9222.0,505.0,2024-01-09,2024-02-01,11,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9213.0,501.0,2024-05-07,2024-05-14,11,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9240.0,525.0,2025-07-25,2025-08-24,11,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9216.0,519.0,2024-08-07,,11,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9276.0,514.0,2025-06-28,2025-07-08,11,The Robot in Row Nine,Galal Mounir,Science Fiction,328.0,2023.0,Cairo Young Readers
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9230.0,501.0,2025-09-10,2025-10-07,11,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9258.0,529.0,2025-12-07,2025-12-21,11,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,,Cairo Young Readers
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9244.0,507.0,2025-04-23,2025-05-06,11,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9239.0,519.0,2025-02-10,2025-02-22,11,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,9223.0,510.0,2024-04-11,2024-05-04,11,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers
1051,Karim,Rashad,8.0,Heliopolis,Active,2023-02-24,,,,,0,,,,,,
1052,Retaj,Adel,7.0,Heliopolis,Active,2025-06-07,9236.0,507.0,2024-09-02,2024-09-29,1,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9231.0,523.0,2024-02-04,2024-02-16,5,Footsteps in the Dust,Laila Shokry,Historical,276.0,2018.0,Oasis Books
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9234.0,525.0,2024-02-13,2024-03-06,5,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9205.0,525.0,2024-12-02,2024-12-14,5,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9266.0,519.0,2024-06-01,2024-06-15,5,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9199.0,518.0,2024-11-28,2024-12-08,5,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9269.0,507.0,2025-01-26,2025-01-31,5,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9280.0,517.0,2024-09-06,2024-09-15,5,Shadows on the Corniche,Hani Nagati,Mystery,338.0,2015.0,Delta House
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9274.0,522.0,2024-09-06,2024-09-17,5,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9262.0,524.0,2024-02-25,2024-03-22,5,The Weaver's Daughter,Laila Shokry,Historical,114.0,2016.0,Cairo Young Readers
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9252.0,513.0,2024-08-04,2024-08-09,5,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1055,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,9201.0,531.0,2025-11-24,2025-12-16,3,Voices in the Library,Samir Zohdy,Friendship,272.0,2018.0,Oasis Books
1055,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,9221.0,520.0,2025-04-12,2025-04-18,3,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books
1056,Farida,Osman,6.0,Heliopolis,Active,2024-10-18,,,,,0,,,,,,
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9238.0,513.0,2024-03-28,2024-04-08,10,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9249.0,519.0,2024-10-17,2024-11-03,10,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9237.0,513.0,2024-02-22,,10,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9259.0,501.0,2025-11-16,2025-11-30,10,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9270.0,517.0,2024-12-08,2024-12-30,10,Shadows on the Corniche,Hani Nagati,Mystery,338.0,2015.0,Delta House
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9224.0,513.0,2025-05-25,,10,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9203.0,501.0,2025-10-25,,10,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9204.0,506.0,2024-02-20,2024-03-15,10,The Paper Boat Club,Aya Hafez,Friendship,183.0,,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9282.0,530.0,2025-07-22,2025-08-18,10,The Sandstone Key,Sara Tantawy,Adventure,208.0,2012.0,Oasis Books
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9277.0,519.0,2025-10-19,2025-10-28,10,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1058,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,9209.0,525.0,2024-11-22,2024-12-12,4,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1058,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,9214.0,525.0,2024-09-24,,4,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1058,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,9253.0,507.0,2025-06-15,2025-07-10,4,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9225.0,516.0,2025-08-06,2025-08-22,7,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9256.0,521.0,2025-07-09,,7,A Garden of Equations,Karim Elwy,Science,211.0,2024.0,Cairo Young Readers
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9241.0,519.0,2025-01-04,2025-01-11,7,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9227.0,513.0,2024-11-02,2024-11-20,7,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9264.0,507.0,2025-02-01,2025-02-13,7,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9254.0,501.0,2025-10-23,2025-11-07,7,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9233.0,512.0,2024-12-08,2024-12-15,7,The Cartographer's Cat,Farida Anwar,Adventure,238.0,2022.0,Delta House
